,Event,Object,Seed,Hit
1187,23,ngc_cords,998579874,"(0, 0.0)"
1188,23,sgr,0,"(1, 0.001)"
1189,23,grs,0,"(0, 0.0)"
1190,23,ss,0,"(1, 0.001)"
1191,23,ngc_cords,0,"(0, 0.0)"
1192,23,sgr,730144424,"(0, 0.0)"
1193,23,grs,730144424,"(0, 0.0)"
1194,23,ss,730144424,"(0, 0.0)"
1195,23,ngc_cords,730144424,"(0, 0.0)"
1196,30,sgr,300647704,"(0, 0.0)"
1197,30,grs,300647704,"(0, 0.0)"
1198,30,ss,300647704,"(0, 0.0)"
1199,30,ngc_cords,300647704,"(0, 0.0)"
1200,22,sgr,0,"(0, 0.0)"
1201,22,grs,0,"(0, 0.0)"
1202,22,ss,0,"(0, 0.0)"
1203,22,ngc_cords,0,"(0, 0.0)"
1204,30,sgr,182536106,"(159, 0.159)"
1205,30,grs,182536106,"(0, 0.0)"
1206,30,ss,182536106,"(989, 0.989)"
1207,30,ngc_cords,182536106,"(0, 0.0)"
1208,30,sgr,107374180,"(0, 0.0)"
1209,30,grs,107374180,"(0, 0.0)"
1210,30,ss,107374180,"(0, 0.0)"
1211,30,ngc_cords,107374180,"(0, 0.0)"
1212,22,sgr,128849016,"(0, 0.0)"
1213,22,grs,128849016,"(0, 0.0)"
1214,22,ss,128849016,"(0, 0.0)"
1215,22,ngc_cords,128849016,"(0, 0.0)"
1216,23,sgr,246960614,"(0, 0.0)"
1217,23,grs,246960614,"(0, 0.0)"
1218,23,ss,246960614,"(0, 0.0)"
1219,23,ngc_cords,246960614,"(0, 0.0)"
1220,22,sgr,944892784,"(0, 0.0)"
1221,22,grs,944892784,"(0, 0.0)"
1222,22,ss,944892784,"(0, 0.0)"
1223,22,ngc_cords,944892784,"(9, 0.009)"
